generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Unavailable,Shortage of an active ingredient,Tablet,Aurobindo Pharma USA,2022-10-12,Revised,Psychiatry,2022,10,0,12,6,24,16,2,15,34.19944285878233,54.2314193845306,0,511.28898017133497,2.5004812077950076,53.64865944845531
Lincomycin Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"XGen Pharmaceuticals DJB, Inc.",2026-03-26,New,Anti-Infective,2026,3,1,130,8,8,127,0,2,11.445692604957877,25.994574867025147,1,1135.8121572444154,4.839244002099953,3.6495425678953097
Sodium Bicarbonate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-11-07,New,Endocrinology/Metabolism,2025,11,1,209,8,8,54,0,6,65.26774495053246,73.14822849647052,0,148.65259553919014,6.958251674433134,17.244590504351105
"Topiramate Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Upsher-Smith Laboratories, LLC",2025-04-24,New,Neurology,2025,4,1,226,8,1,122,0,10,27.730706621654747,67.91794260929473,1,792.1624029251557,5.939348105626783,25.05514701348486
"Cefotaxime Sodium Powder, for Solution",Current,Available,Unknown,"Powder, For Solution","SteriMax, Inc.",2015-02-17,Reverified,Anti-Infective,2015,2,0,41,8,19,111,1,2,17.693568973757827,57.83797466626153,1,89.9734571406338,10.933777014828637,54.20390345448391
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,28.693606117298167,42.1506205690043,0,65.792245305743,3.6472046420256055,8.993340757889317
Desipramine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Avet Pharmaceuticals, Inc.",2025-08-12,New,Psychiatry,2025,8,1,57,8,24,17,0,15,0.0,57.75686027649291,0,509.96220694670427,1.3810502159484193,5.906232671078774
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,HQ Specialty Pharma,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,50,1,1,5.56771922978697,29.448363504278326,0,507.60532184640294,3.3409119273506516,5.803712790728728
Fentanyl Citrate Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2012-01-01,Revised,Analgesia/Addiction,2012,1,0,88,3,8,42,2,0,49.00827815888851,63.82222449845567,0,30.0,3.0400704119469264,38.32135390087928
Hydrocortisone Sodium Succinate Injection,Resolved,Unknown,Unknown,Injection,Cipla Limited,2023-03-24,Revised,Dermatology,2023,3,0,107,8,8,26,2,5,11.862114420572086,81.28857967512627,0,905.8587012814241,3.7951145581295815,9.382530826490974
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Solco Healthcare US, LLC",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,107,1,15,4.061780346361207,68.5534323195421,0,30.0,1.0525356313021605,7.247986959235725
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Available,Unknown,Tablet,"Vertical Pharmaceuticals, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,8,24,123,1,15,35.73305505054572,28.94874566423699,0,448.9218973603445,6.352168114751071,23.464509930427308
Nilutamide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Advanz Pharma (US) Corp.,2025-12-01,New,Oncology,2025,12,1,157,8,24,4,0,11,48.71408309325994,52.95118098000826,1,964.6654080618569,5.1124906280086275,24.623319673759706
Sodium Chloride 0.9% Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-12-03,New,Gastroenterology,2025,12,1,210,8,8,54,0,7,39.379066213301336,16.55088603730975,0,1273.2143883410376,0.2083575127776669,36.06530708169254
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,44.92095371611633,57.592586845864865,0,372.93254770899705,6.904075227611752,21.378890555108395
Furosemide Injection,Current,Available,Unknown,Injection,"Avet Pharmaceuticals, Inc.",2020-04-07,Revised,Cardiovascular,2020,4,0,96,8,8,17,2,4,9.864098228610786,54.91327508297586,1,30.0,1.5655553890464855,23.733981589404006
Hydromorphone Hydrochloride Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2017-11-01,Revised,Analgesia/Addiction,2017,11,0,108,8,8,53,2,0,0.0,3.8640405302923924,0,951.6918790187852,0.451553493087133,18.420940766310498
Lidocaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,128,8,8,54,2,1,55.02667303910974,19.440755433927997,0,802.8047925420917,4.261986111764947,0.43539614710379837
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Elite Laboratories, Inc.",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,34,1,15,18.546403223157284,38.77094427163712,0,328.85269864753366,0.0,17.005929914544804
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Solco Healthcare US, LLC",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,107,1,15,19.983339670899053,38.38108556290182,1,284.4918896267778,5.768509149631744,20.94250359379011
Peritoneal Dialysis Solution,To Be Discontinued,Unknown,Unknown,Solution,Fresenius Medical Care North America,2026-03-10,New,Renal,2026,3,1,176,8,21,43,0,17,51.56388283698116,18.391507420786283,1,248.91274271919897,0.0,13.342647804630023
Rocuronium Bromide Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2023-02-15,Reverified,Anesthesia,2023,2,0,205,8,8,42,1,1,36.1246001880132,53.55753204574804,0,379.3947124928783,0.911911930034087,0.0
Cromolyn Sodium Concentrate,Current,Limited Availability,Demand increase for the drug,Concentrate,"Rising Pharma Holdings, Inc.",2023-11-03,Reverified,Pulmonary/Allergy,2023,11,0,54,1,2,98,1,16,34.117755441632156,50.53241939669127,1,610.6238498405708,8.725411963263735,2.975142983583204
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-28,New,Neurology,2025,4,1,68,8,24,122,0,10,68.30004689802168,40.726079096472574,0,301.8948960421299,1.940022372480045,19.409280531572772
Dobutamine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2017-11-06,Revised,Cardiovascular,2017,11,0,69,3,8,54,2,4,12.129635392397141,28.372586996516016,1,346.14690355321585,2.465244384381106,33.9912964385789
Etomidate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2022-10-05,Reverified,Anesthesia,2022,10,0,85,8,8,54,1,1,43.55680256162474,68.07155678116439,1,724.4476567937015,7.820995162391313,45.23426144184824
Hydrocortisone Sodium Succinate Injection,Resolved,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-24,Revised,Pulmonary/Allergy,2023,3,0,107,8,8,54,2,16,26.14026249794169,81.4189564879425,1,30.0,1.6214091847830447,17.242541295198173
Midazolam Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2020-04-02,Revised,Anesthesia,2020,4,0,146,3,8,54,2,1,30.371845577265137,34.361647355376185,0,368.4224980302472,6.29031454416843,9.246885939312884
Baclofen Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-23,New,Neurology,2025,4,1,25,8,24,122,0,10,55.569368528250635,31.532327822593942,0,30.0,7.5225644951779636,14.412357521992927
Bumetanide Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-05-02,New,Cardiovascular,2025,5,1,30,8,24,122,0,4,35.15671512579247,55.80656863906392,0,537.9443656735154,5.435590942449711,4.303771457094326
Midazolam Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2020-04-02,Reverified,Anesthesia,2020,4,0,146,8,8,54,1,1,35.76592158099266,37.123353645566304,1,30.0,0.0,31.81618311967147
Peritoneal Dialysis Solution,To Be Discontinued,Unknown,Unknown,Solution,Fresenius Medical Care North America,2026-03-10,New,Renal,2026,3,1,176,8,21,43,0,17,46.45014674619604,41.93326158540885,0,811.5035443892505,2.188042422352371,52.064174440688355
Podofilox Topical Gel,To Be Discontinued,Unknown,Unknown,Topical Gel,AbbVie Inc.,2026-01-28,New,Dermatology,2026,1,1,185,8,26,0,0,5,17.700945409142292,61.27236933794277,1,39.8769114727981,12.140859332586992,9.611976734674958
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-28,New,Neurology,2025,4,1,68,8,24,122,0,10,8.215806653219872,2.994166074839555,1,30.0,2.52842904240528,2.119376837571018
Ketorolac Tromethamine Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-06-06,Revised,Analgesia/Addiction,2018,6,0,124,3,8,53,2,0,4.103816119579328,74.00265114675872,0,372.73534643443384,12.958988126729285,35.097249949854266
Lisdexamfetamine Dimesylate Capsule,Current,Unavailable,Shortage of an active ingredient,Capsule,Amneal Pharmaceuticals,2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,10,1,15,0.0,46.59897153524551,1,1098.8875520869676,9.12689215608968,24.770773222684397
Nebivolol Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharmaceuticals Limited,2026-03-25,New,Cardiovascular,2026,3,1,155,8,24,120,0,4,66.12414259880644,35.947150819632036,1,748.9173586975514,5.557208618116662,25.023935388432317
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,53,1,19,2.9358326855663393,43.03684860712812,1,30.0,4.891702817492549,43.822608922564314
Phenobarbital Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-10-31,New,Analgesia/Addiction,2025,10,1,177,8,24,35,0,0,20.57492752828456,44.17344581045141,1,30.0,2.605529934618696,0.0
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,SpecGx LLC,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,109,1,15,19.463734002221585,6.913571324211638,1,361.53986936400247,3.7332622272896137,0.0
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2021-12-15,Reverified,Rheumatology,2021,12,0,143,8,8,92,1,19,31.148133956182015,77.88864100397119,0,1283.4236066198016,1.93382753042718,17.574285257290928
Furosemide Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2020-04-07,Reverified,Cardiovascular,2020,4,0,96,8,8,54,1,4,41.314744250785935,45.909163909953605,1,171.36604821089622,3.809120788541191,20.951052662907387
Hydromorphone Hydrochloride Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-10-31,Revised,Analgesia/Addiction,2017,10,0,108,3,8,42,2,0,42.2094697671949,54.74604686984225,0,174.19016470388192,0.0,14.675775998890126
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,Eugia US LLC,2018-03-23,Revised,Anesthesia,2018,3,0,206,8,8,38,2,1,13.338451228621231,65.93409495262894,1,1034.6002854080634,0.0,56.911293930625696
Clindamycin Phosphate Injection,Current,Unavailable,Demand increase for the drug,Injection,Pfizer Inc.,2023-03-21,Revised,Anti-Infective,2023,3,0,49,1,8,92,2,2,21.65756572427177,22.534425933673397,1,568.2175218418315,7.903046987964129,15.3463691272111
Naltrexone Hydrochloride Tablet,Resolved,Unknown,Unknown,Tablet,"Elite Laboratories, Inc.",2024-02-29,Revised,Analgesia/Addiction,2024,2,0,154,8,24,34,2,0,30.651599009765995,55.416381778775026,0,868.5500095545594,0.0,11.739120765916786
Eszopiclone Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-26,New,Neurology,2025,6,1,81,8,24,117,0,10,20.02617747632906,39.111896000226544,1,245.51516093841235,6.658414460482394,21.865153773216953
Obeticholic Acid Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Intercept Pharmaceuticals,2025-09-19,New,Gastroenterology,2025,9,1,161,8,24,59,0,7,57.146911520399854,63.628957054762864,0,464.42745329483154,0.0,34.563303680200285
Etomidate Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2022-10-05,Revised,Anesthesia,2022,10,0,85,1,8,53,2,1,34.81949903276502,0.0,0,960.4711517658857,5.888912809076769,9.118583852249069
Clonazepam Tablet,Current,Available,Unknown,Tablet,Aurobindo Pharma USA,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,16,1,10,39.69755572099635,42.819925394692085,0,449.30569314247003,3.3772469645708805,17.795200247525287
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,Granules Pharmaceuticals Inc.,2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,49,1,15,38.257625373348255,31.737945572752842,1,893.068619134262,7.963948608410213,34.98926960351763
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Limited Availability,Shortage of an active ingredient,Tablet,Sandoz Inc.,2022-10-12,Reverified,Psychiatry,2022,10,0,12,6,24,103,1,15,48.4694771497065,54.50978491395142,1,635.5435551520856,3.004016623359772,35.82209649641935
Obeticholic Acid Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Intercept Pharmaceuticals,2025-09-19,New,Gastroenterology,2025,9,1,161,8,24,59,0,7,28.620431174074138,55.340972122100446,1,136.1298225533784,0.0,23.264421501842758
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.",2025-05-19,New,Endocrinology/Metabolism,2025,5,1,187,8,1,117,0,6,0.0,29.432230313915426,0,494.28897567889203,3.435891142339995,56.27586830381751
Valproate Sodium Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2020-12-30,Reverified,Neurology,2020,12,0,232,8,8,42,1,10,32.99375903505283,29.332174988127043,1,843.4843972962617,4.478981696643775,49.7097657004343
Clindamycin Phosphate Injection,Current,Available,Unknown,Injection,Sagent Pharmaceuticals,2023-03-21,Reverified,Anti-Infective,2023,3,0,49,8,8,101,1,2,11.97286212416342,42.56536189173875,1,734.2956669154098,3.6040670739046323,0.0
Dexmedetomidine Hydrochloride Injection,Current,Unavailable,Other,Injection,Pfizer Inc.,2020-04-10,Revised,Anesthesia,2020,4,0,62,3,8,92,2,1,14.427666365004864,25.27387099906542,0,485.91148555271013,5.725323462969312,0.0
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Hikma Pharmaceuticals USA, Inc.",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,53,1,15,36.72728037510186,63.52364129994679,0,30.0,2.3068357038828298,31.935716717980377
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Limited Availability,Other,Tablet,"Teva Pharmaceuticals USA, Inc.",2023-07-26,Revised,Psychiatry,2023,7,0,142,3,24,117,2,15,49.765661428672715,36.87744159015618,0,30.0,0.20979051236318114,40.4804846696174
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,42,1,1,25.425431534721234,0.0,1,30.0,1.0010533470573284,16.62861522712391
Morphine Sulfate Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-07-08,New,Analgesia/Addiction,2025,7,1,151,8,8,54,0,0,31.176660251979275,36.75391475432026,1,321.3452276317072,2.452697966411388,12.46706312414257
Everolimus Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2026-03-02,New,Transplant,2026,3,1,86,8,24,117,0,21,59.04429889270476,22.152035941432608,1,368.00874420729326,2.4269541512549386,7.6956410914146005
Adalimumab-adaz Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2026-01-13,New,Rheumatology,2026,1,1,1,8,8,103,0,19,29.815063589771366,9.1119320598592,0,30.0,11.218367074009812,2.4798211423444236
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2018-02-20,Reverified,Anesthesia,2018,2,0,32,8,8,54,1,1,77.0336622836079,17.776613959103404,1,857.8794777936057,7.765316249749251,37.04514193867774
Docetaxel Injection,To Be Discontinued,Unknown,Unknown,Injection,Pfizer Inc.,2025-06-24,New,Oncology,2025,6,1,70,8,8,92,0,11,36.31019291263088,47.40698638032534,0,57.68082297281018,6.0601276130456965,14.28057558793136
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Available,Unknown,Injection,"Fresenius Kabi USA, LLC",2016-10-14,Reverified,Anesthesia,2016,10,0,78,8,8,42,1,1,0.0,74.23009822146108,0,30.0,5.338037532185613,24.527011355164696
Lasmiditan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Eli Lilly and Co.,2025-11-03,New,Neurology,2025,11,1,126,8,24,33,0,10,40.06683242209065,51.89005842502956,1,530.882513860082,4.89931670680641,0.0
Lidocaine Hydrochloride Injection,Current,Unavailable,Demand increase for the drug,Injection,"Fresenius Kabi USA, LLC",2012-02-22,Reverified,Anesthesia,2012,2,0,128,1,8,42,1,1,32.62316769765555,31.656925459253728,0,840.8667919976299,4.915001635629186,35.034065535134154
Lisdexamfetamine Dimesylate Capsule,Current,Limited Availability,Shortage of an active ingredient,Capsule,"Solco Healthcare US, LLC",2023-07-14,Reverified,Psychiatry,2023,7,0,132,6,0,107,1,15,50.79505508165491,55.02989229375546,1,1219.1991169346084,4.489858159240397,28.816673418344728
Clindamycin Palmitate Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,Amneal Pharmaceuticals,2026-02-27,New,Anti-Infective,2026,2,1,48,8,8,10,0,2,38.46362702539917,34.90001317518218,0,703.8907690761121,4.120357247309736,0.0
Clonazepam Tablet,Current,Available,Unknown,Tablet,Rubicon Research Private Limited,2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,100,1,10,22.230880320324523,29.71879187841082,1,1052.9404015532668,0.0,23.885432322255717
Desonide Cream,To Be Discontinued,Unknown,Unknown,Cream,"Actavis Pharma, Inc.",2025-05-28,New,Dermatology,2025,5,1,59,8,3,2,0,5,0.5140352742126844,19.604021298874343,0,75.78017189570335,2.8926181807825193,20.071150392913825
Dobutamine Hydrochloride Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2017-11-06,Reverified,Cardiovascular,2017,11,0,69,8,8,54,1,4,20.819534854279496,6.459766251462177,0,1255.9087412313497,3.2790975845552564,13.247676202359077
"Propafenone Hydrochloride Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Upsher-Smith Laboratories, LLC",2025-05-14,New,Cardiovascular,2025,5,1,194,8,1,122,0,4,7.989590915813999,36.4216784556922,0,30.0,1.7530807081898638,0.0
Sodium Chloride 0.9% Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-12-03,New,Gastroenterology,2025,12,1,210,8,8,54,0,7,13.389531003905546,48.4771767782429,0,323.6562611393118,2.3317091913135926,10.095061073729395
"Topiramate Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Upsher-Smith Laboratories, LLC",2025-04-24,New,Neurology,2025,4,1,226,8,1,122,0,10,36.771568088412195,42.87427925967243,1,696.2283818525713,4.902247051542386,24.536467186641822
