generic_name,status,therapeutic_category,company_name,year,month,shortage_reason,production_drop_3m,import_dependency,risk_prediction,risk_label
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,"Elite Laboratories, Inc.",2024,2,Unknown,49.53866447768616,59.050523710148255,0,Not At Risk
Peginterferon alfa-2a Injection,Current,Antiviral,pharmaand GmbH (pharma&),2025,1,Shortage of an active ingredient,22.996918470400946,68.27860315191731,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Accord Healthcare Inc.,2023,3,Unknown,20.92652499646068,53.08763648461364,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Baxter Healthcare,2020,4,Other,7.440348264868778,48.25796723556208,1,At Risk
"Guanfacine Hydrochloride Tablet, Extended Release",To Be Discontinued,Psychiatry,"Actavis Pharma, Inc.",2025,11,Unknown,8.462392919202799,25.61649659345157,1,At Risk
Clindamycin Phosphate Injection,Current,Anti-Infective,Pfizer Inc.,2023,3,Unknown,20.470422161969463,29.33114319972088,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Oryza Pharmaceuticals Inc.,2022,10,Unknown,32.347310136323564,71.10816164390128,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Alvogen,2022,10,Unknown,43.271692524664985,76.59937892553152,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Unknown,8.936420986393102,39.76157040113481,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,2,Unknown,54.853771379190434,46.01206043957203,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2017,10,Unknown,19.577527979148623,25.098483750137145,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,24.57265411303128,70.80065059588378,0,Not At Risk
Liraglutide Injection,Current,Endocrinology/Metabolism,"Novo Nordisk, Inc.",2023,7,Delay in shipping of the drug,10.055766417043532,59.63917012121913,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,3,Demand increase for the drug,0.0,87.70678360220248,0,Not At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Other,42.68090792722099,25.676892302045744,0,Not At Risk
Nitroglycerin Injection,Resolved,Cardiovascular,"American Regent, Inc.",2023,10,Unknown,39.73687794184867,36.68382622159922,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Caplin Steriles, Ltd.",2020,12,Unknown,19.373448857635733,50.09181029556259,0,Not At Risk
Azacitidine Injection,Current,Oncology,"Teva Pharmaceuticals USA, Inc.",2020,12,Other,26.33981434449744,59.22276982996696,0,Not At Risk
Desonide Cream,To Be Discontinued,Dermatology,"Actavis Pharma, Inc.",2025,5,Unknown,35.31878435408199,40.25531197395209,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,0.0,25.79485601001859,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2020,4,Unknown,14.418946453074104,64.39096563631857,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,Janssen Pharmaceuticals,2023,7,Unknown,40.88529359243654,60.8649779760028,0,Not At Risk
Voriconazole Tablet,To Be Discontinued,Anti-Infective,Pfizer Inc.,2025,7,Unknown,0.0,24.841969787598053,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,30.871158643332585,74.8197416243209,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Cheplapharm Arzneimittel GmbH,2023,3,Unknown,0.0,70.74437160232529,0,Not At Risk
Dopamine Hydrochloride Injection,Current,Cardiovascular,"Hikma Pharmaceuticals USA, Inc.",2017,11,Demand increase for the drug,34.328599648670526,47.95452293945144,0,Not At Risk
Ivabradine Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Amgen Inc.,2026,3,Unknown,24.28717035405033,46.7511529722728,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,0.0,57.18927096454996,1,At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,48.29478708914343,26.04253245436232,0,Not At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,SpecGx LLC,2024,2,Unknown,10.308168464039015,45.660692541609805,0,Not At Risk
Pravastatin Sodium Tablet,To Be Discontinued,Cardiovascular,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,8.79495125971238,0.0,1,At Risk
Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2022,6,Unknown,29.011383944618856,64.28202420106459,1,At Risk
Rocuronium Bromide Injection,Current,Anesthesia,Sandoz Inc.,2023,2,Unknown,47.9727469885743,10.647149106279096,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Delay in shipping of the drug,4.683563620432061,78.07523622543798,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2020,4,Demand increase for the drug,26.233596996959434,37.73735793273809,0,Not At Risk
Esterified Estrogens Tablet,To Be Discontinued,Endocrinology/Metabolism,Pfizer Inc.,2025,7,Unknown,33.57633000661146,40.343326397514105,1,At Risk
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,38.86211214526288,31.189854066140875,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,28.528831105544505,38.66314477371432,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Solco Healthcare US, LLC",2023,7,Shortage of an active ingredient,17.659443218333553,76.2076895932568,0,Not At Risk
Methotrexate Sodium Injection,Current,Rheumatology,"Teva Pharmaceuticals USA, Inc.",2023,3,Unknown,8.448195587025605,0.0,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Other,26.72287766092749,73.09323849394013,0,Not At Risk
Palonosetron Hydrochloride Injection,To Be Discontinued,Gastroenterology,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,3.557219760287861,52.43651658423758,1,At Risk
Sodium Acetate Injection,Current,Endocrinology/Metabolism,"Hikma Pharmaceuticals USA, Inc.",2016,2,Demand increase for the drug,0.0,18.44552374714126,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,33.73119608315336,21.343127352916767,0,Not At Risk
Carboplatin Injection,Current,Oncology,Teyro Labs,2023,4,Discontinuation of the manufacture of the drug,43.07869682172391,81.88064659858047,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,Sagent Pharmaceuticals,2020,4,Other,0.0,24.198848641259914,0,Not At Risk
Heparin Sodium Injection,To Be Discontinued,Hematology,"Hospira, Inc., a Pfizer Company",2025,4,Unknown,4.8053859058012485,19.62628876688889,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Lannett Company, Inc.",2022,10,Unknown,37.38308522010396,70.02091993202404,1,At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,InfoRLife SA,2018,3,Unknown,66.14990939423397,52.44816327829011,0,Not At Risk
Sodium Acetate Injection,Current,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2016,2,Unknown,25.41587415350816,24.365637316199223,0,Not At Risk
Ethinyl Estradiol; Etonogestrel Ring,To Be Discontinued,Reproductive,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,10.43994117541731,49.76574945890162,1,At Risk
Furosemide Injection,Current,Cardiovascular,"Fresenius Kabi USA, LLC",2020,4,Unknown,21.3420711779032,22.4334409599139,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,SpecGx LLC,2023,7,Delay in shipping of the drug,52.497528382963694,69.21807076529731,0,Not At Risk
Bacitracin Ophthalmic Ointment,Current,Anti-Infective,Padagis US LLC,2025,3,Discontinuation of the manufacture of the drug,12.080716417509294,68.35016122720893,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2018,2,Unknown,9.01615986699493,56.70413637408275,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Gland Pharma Limited,2020,4,Unknown,15.345129556359351,52.95654334743436,0,Not At Risk
Ethionamide Tablet,To Be Discontinued,Anti-Infective,Pfizer Inc.,2025,7,Unknown,5.933427834825753,83.74613874708223,1,At Risk
Furosemide Injection,Current,Cardiovascular,"Fresenius Kabi USA, LLC",2020,4,Unknown,27.45340631989591,44.99309920254096,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,57.493569169391215,18.998769240742373,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Rhodes Pharmaceuticals L.P.,2023,7,Unknown,31.46158546232058,54.88842608231075,1,At Risk
Atropine Sulfate Injection,Current,Anesthesia,"American Regent, Inc.",2012,1,Unknown,19.952929957474247,90.8930350898165,1,At Risk
Quinapril Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Pfizer Inc.,2025,10,Unknown,19.16377462168912,22.675291149911253,1,At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Unknown,0.0,37.04781913273232,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Vertical Pharmaceuticals, LLC",2023,7,Unknown,42.66219554294318,54.16181283823196,0,Not At Risk
Clonazepam Tablet,Current,Neurology,Accord Healthcare Inc.,2023,3,Unknown,23.44325605974396,43.81409332187374,0,Not At Risk
Dextrose Monohydrate 10% Injection,Current,Endocrinology/Metabolism,"Fresenius Kabi USA, LLC",2022,3,Unknown,21.390401728187488,23.38932123169908,0,Not At Risk
Levothyroxine Sodium Tablet,To Be Discontinued,Endocrinology/Metabolism,"EMD Serono, Inc.",2025,7,Unknown,88.86215135689721,69.68087283707035,1,At Risk
"Methylphenidate Film, Extended Release",Current,Psychiatry,"Noven Pharmaceuticals, Inc.",2025,2,Unknown,30.97505816731373,96.04089588437972,0,Not At Risk
Palivizumab Injection,To Be Discontinued,Antiviral,Swedish Orphan Biovitrum AB,2025,8,Unknown,9.964178998096314,49.31489209852596,1,At Risk
Clonazepam Tablet,Current,Neurology,Rubicon Research Private Limited,2023,3,Unknown,16.472848075889132,25.110497625807994,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Takeda Pharmaceuticals USA Inc.,2023,7,Unknown,47.9689141839351,10.92286844882355,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2022,10,Unknown,27.26540821075529,50.67547158686598,0,Not At Risk
Everolimus Tablet,To Be Discontinued,Transplant,"Endo Pharmaceuticals, Inc.",2026,1,Unknown,0.0,69.28530155295766,1,At Risk
Metoprolol Tartrate Tablet,To Be Discontinued,Cardiovascular,Aurobindo Pharma USA,2025,6,Unknown,43.38457869150408,55.4536904228984,1,At Risk
Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2022,6,Unknown,11.63711828922012,44.94711549978521,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Unknown,62.46595552435091,32.036023660635266,1,At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Teva Pharmaceuticals USA, Inc.",2017,11,Other,46.600961314292974,20.97240008020203,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,SpecGx LLC,2022,10,Unknown,16.053562086824975,63.36452917914741,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Takeda Pharmaceuticals USA Inc.,2023,7,Unknown,50.62032723470226,65.10297567048289,0,Not At Risk
Lorazepam Injection,Current,Neurology,"Hikma Pharmaceuticals USA, Inc.",2018,9,Demand increase for the drug,26.357110210548065,10.993944692803872,0,Not At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2020,4,Demand increase for the drug,42.05547350244439,79.97645751997504,0,Not At Risk
Remifentanil Hydrochloride Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2022,6,Unknown,34.6946563458895,57.62956685966803,1,At Risk
Sterile Water Injection,Current,Other,"Hospira, Inc., a Pfizer Company",2021,11,Unknown,8.072866900182529,75.79108219320746,0,Not At Risk
Bumetanide Injection,Current,Cardiovascular,MSN Laboratories Private Limited,2017,12,Unknown,12.12900335365076,15.473189533327467,0,Not At Risk
Dexamethasone Sodium Phosphate Injection,Current,Dermatology,"Fresenius Kabi USA, LLC",2019,2,Unknown,45.59921635162323,14.951868580860346,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,"Fresenius Kabi USA, LLC",2022,2,Unknown,18.304493357869184,41.72267518511947,0,Not At Risk
Hydromorphone Hydrochloride Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Other,16.927030735160066,56.06125739169427,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Mylan Pharmaceuticals Inc., a Viatris Company",2023,7,Unknown,5.897548413012942,84.51993810439319,0,Not At Risk
Rifampin Injection,Current,Anti-Infective,Sanofi-Aventis U.S. LLC,2021,2,Unknown,33.47198131186922,60.533736103932895,0,Not At Risk
Sterile Water Irrigant,Current,Gastroenterology,B. Braun Medical Inc.,2023,4,Unknown,66.25049838486291,39.66101191013527,0,Not At Risk
Anagrelide Hydrochloride Capsule,To Be Discontinued,Hematology,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,3.6493417149145415,22.41987743135037,1,At Risk
Pravastatin Sodium Tablet,To Be Discontinued,Cardiovascular,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,25.48438913345516,72.0600125998213,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Demand increase for the drug,53.24441110830858,23.776480633484272,0,Not At Risk
Amino Acid Injection,Current,Gastroenterology,Otsuka ICU Medical LLC,2020,12,Unknown,23.407172175085694,80.82630820499108,0,Not At Risk
Dopamine Hydrochloride Injection,Current,Cardiovascular,Baxter Healthcare,2017,11,Unknown,34.04743592499468,38.7435377086568,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,2,Unknown,3.752129437062408,79.9928055975927,0,Not At Risk
Liraglutide Injection,Current,Endocrinology/Metabolism,"Meitheal Pharmaceuticals, Inc.",2023,7,Unknown,33.566141944152974,59.93648838130412,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Vertical Pharmaceuticals, LLC",2023,7,Unknown,21.257114699909025,41.98609923226592,0,Not At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,Chartwell Molecular Holdings LLC,2023,1,Unknown,44.71459991359725,33.57327981982522,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Caplin Steriles, Ltd.",2020,12,Other,48.74772103129502,37.50002669838624,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,2,Unknown,76.79127284037227,54.422967232255225,0,Not At Risk
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Cardiovascular,Torrent Pharma Inc.,2025,6,Unknown,36.59266346427151,46.69744291678977,0,Not At Risk
Drospirenone; Ethinyl Estradiol Tablet,To Be Discontinued,Reproductive,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,31.51592633164333,31.93614902248849,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Elite Laboratories, Inc.",2023,8,Shortage of an active ingredient,28.88768603154672,41.35610897301209,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Sunrise Pharmaceutical, Inc.",2022,10,Unknown,17.936674143786234,46.72869465382129,0,Not At Risk
Morphine Sulfate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2017,10,Other,31.769676869233823,0.0,0,Not At Risk
Pindolol Tablet,To Be Discontinued,Cardiovascular,"Sun Pharmaceutical Industries, Inc.",2026,1,Unknown,19.09197179721941,55.079698525351375,0,Not At Risk
Sodium Acetate Injection,Current,Total Parenteral Nutrition,"Fresenius Kabi USA, LLC",2016,3,Unknown,28.369219525392285,23.44613305623025,1,At Risk
"Cefotaxime Sodium Powder, for Solution",Current,Anti-Infective,"SteriMax, Inc.",2015,2,Unknown,51.3519507121592,19.62668712947361,0,Not At Risk
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,4.869148694407176,7.87842436356437,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,47.797571222580906,5.534365046906416,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Alvogen,2022,10,Demand increase for the drug,51.342301346797306,15.180154931529636,1,At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Unknown,22.638629460178425,29.40153893212921,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,Sagent Pharmaceuticals,2023,2,Demand increase for the drug,0.0,87.97170102558451,0,Not At Risk
Esterified Estrogens Tablet,To Be Discontinued,Endocrinology/Metabolism,Pfizer Inc.,2025,7,Unknown,12.843560258111353,33.43064713030552,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Oryza Pharmaceuticals Inc.,2022,10,Delay in shipping of the drug,50.93989093122218,48.91050233789669,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,24.54263875402236,53.81059050313923,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Mylan Pharmaceuticals Inc., a Viatris Company",2023,7,Unknown,5.013955354101785,47.88343409674867,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,SpecGx LLC,2023,7,Shortage of an active ingredient,14.904501575435653,43.29624386402814,0,Not At Risk
Methotrexate Injection,To Be Discontinued,Rheumatology,"Assertio Specialty Pharmaceuticals, LLC",2025,8,Unknown,41.81240053009106,18.70353720081662,1,At Risk
Adalimumab-ryvk Kit,To Be Discontinued,Rheumatology,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,35.93467136402759,76.92040606214266,1,At Risk
